source,author,title,description,url,urlToImage,publishedAt,content,date,sentiment_score
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Snehal Mergu,Sri Lotus Developers plans to raise Rs 792 crore through IPO to fund projects,"Sri Lotus Developers plans to raise ₹792 crore through an IPO to fund projects. The Mumbai-based developer boasts a high 53% Ebitda margin, exceeding peers, and operates primarily in the luxury segment. Despite geographic concentration, strong financial growt…",https://economictimes.indiatimes.com/markets/ipos/fpos/sri-lotus-developers-plans-to-raise-rs-792-crore-through-ipo-to-fund-projects/articleshow/122963434.cms,"https://img.etimg.com/thumb/msid-122963461,width-1200,height-630,imgsize-92472,overlay-etmarkets/articleshow.jpg",2025-07-29 00:51:50+00:00,"(What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2025, Share Market on Budget 2025 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest new… [+330 chars]",2025-07-29,-0.9999784722895129
"{'id': None, 'name': 'BusinessLine'}",BL Research Bureau,"Day Trading Guide for 29 July, 2025: Intraday supports, resistances for Nifty50 stocks","Day Trading Guide gives you the key intraday supports and resistances to watch out for on the Nifty Futures and other widely traded stocks such as Reliance Industries, Infosys, HDFC Bank, TCS and SBI.",https://www.thehindubusinessline.com/portfolio/day-trading-guide/day-trading-guide-for-july-29/article69865191.ece,https://bl-i.thgim.com/public/incoming/u10keh/article69266039.ece/alternates/LANDSCAPE_1200/CCI_UDHindu_KSL_U8R45AOOD_R1528725515_5_ac09a597-d8df-4552-b78b-d9fa74b25d48.jpg,2025-07-29 00:43:00+00:00,"Day Trading Guide gives you the key intraday supports and resistances to watch out for on the Nifty Futures and other widely traded stocks such as Reliance Industries, Infosys, HDFC Bank, TCS, SBI. B… [+2339 chars]",2025-07-29,-0.9999960545528666
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Bureau,Rupee falls 15 paise on dollar demand,"The Indian rupee depreciated by 15 paise on Monday, closing at 86.66 against the US dollar due to persistent dollar demand from importers fulfilling month-end obligations. The rupee's decline was further influenced by lackluster performance in local equity ma…",https://economictimes.indiatimes.com/markets/forex/rupee-falls-15-paise-on-dollar-demand/articleshow/122963259.cms,"https://img.etimg.com/thumb/msid-122963267,width-1200,height-630,imgsize-41576,overlay-etmarkets/articleshow.jpg",2025-07-29 00:38:30+00:00,"(What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2025, Share Market on Budget 2025 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest new… [+330 chars]",2025-07-29,-0.9952203209977597
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Bloomberg,Jane Street to argue that retail demand drove its India trades,"Jane Street Group is contesting market manipulation allegations in India, claiming its controversial options trades responded to high retail investor demand. The firm argues it facilitated options bets, hedging less to minimize market impact. While SEBI scrut…",https://economictimes.indiatimes.com/markets/stocks/news/jane-street-to-argue-that-retail-demand-drove-its-india-trades/articleshow/122963245.cms,"https://img.etimg.com/thumb/msid-122963231,width-1200,height-630,imgsize-26270,overlay-etmarkets/articleshow.jpg",2025-07-29 00:37:27+00:00,"Jane Street Group LLC is expected to argue that its controversial Indian options trades were a response to outsized demand from retail investors, people familiar with the matter said.The trading gian… [+5284 chars]",2025-07-29,-0.9758503055199981
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Bureau,Brigade Hotel IPO subscribed 4.48 times on its final bidding day,"Brigade Hotel Ventures' IPO witnessed a strong response, being oversubscribed 4.48 times on its final bidding day. Retail investors showed significant interest, subscribing 6.4 times their portion, while qualified institutional investors subscribed 5.42 times…",https://economictimes.indiatimes.com/markets/ipos/fpos/brigade-hotel-ipo-subscribed-4-48-times-on-its-final-bidding-day/articleshow/122963008.cms,"https://img.etimg.com/thumb/msid-122963029,width-1200,height-630,imgsize-19754,overlay-etmarkets/articleshow.jpg",2025-07-29 00:21:19+00:00,"(What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2025, Share Market on Budget 2025 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest new… [+330 chars]",2025-07-29,-0.9999979043207077
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Himadri Buch,How will TCS layoffs affect India's real estate sector?,"Indian real estate stocks plunged following layoffs at TCS, raising concerns about decreased housing demand from IT professionals, particularly in Bengaluru. Analysts predict a potential ripple effect across major metro cities, with the Nifty Realty Index alr…",https://economictimes.indiatimes.com/markets/stocks/news/how-will-tcs-layoffs-affect-indias-real-estate-sector/articleshow/122962919.cms,"https://img.etimg.com/thumb/msid-122962960,width-1200,height-630,imgsize-11044,overlay-etmarkets/articleshow.jpg",2025-07-29 00:14:34+00:00,"Mumbai: India's real estate stocks tumbled on Monday as layoffs at the country's largest IT services firm, Tata Consultancy Services (TCS) cast a shadow on housing demand from software professionals.… [+2210 chars]",2025-07-29,0.18204504251480103
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Reena Zachariah,Jane Street seeks time to respond to Sebi's charges,Jane Street has requested additional time from the Securities and Exchange Board of India to address allegations of market manipulation. The Wall Street firm is responding to an interim order issued by Sebi. Jane Street has also sought access to documents use…,https://economictimes.indiatimes.com/markets/stocks/news/jane-street-seeks-time-to-respond-to-sebis-charges/articleshow/122962753.cms,"https://img.etimg.com/thumb/msid-122962768,width-1200,height-630,imgsize-36318,overlay-etmarkets/articleshow.jpg",2025-07-29 00:00:40+00:00,Mumbai: Jane Street has written to the Securities and Exchange Board of India (Sebi) seeking more time to respond to the market regulator's allegations that it engaged in market manipulation in the l… [+1535 chars],2025-07-29,-0.9998146948564681
"{'id': None, 'name': 'Livemint'}",list.metadata.agency,Jane Street to Argue That Retail Demand Drove Its India Trades,"Jane Street Group LLC is expected to argue that its controversial Indian options trades were a response to outsized demand from retail investors, people familiar with the matter said.",https://www.livemint.com/companies/company-results/jane-street-to-argue-that-retail-demand-drove-its-india-trades-11753747202083.html,https://images.livemint.com/img/2018/12/28/1600x900/Companies_-_Results_1545999337988.jpg,2025-07-29 00:00:01+00:00,"(Bloomberg) -- Jane Street Group LLC is expected to argue that its controversial Indian options trades were a response to outsized demand from retail investors, people familiar with the matter said. … [+5416 chars]",2025-07-29,-0.9758503055199981
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Bureau,Indian equity indices decline as company valuations trip on disappointing earnings,"Indian equity indices experienced a third consecutive session of decline due to disappointing first-quarter earnings, raising concerns about market valuations. The broader market witnessed a sharper downturn, particularly in mid-cap and small-cap stocks, as i…",https://economictimes.indiatimes.com/markets/stocks/news/indian-equity-indices-decline-as-company-valuations-trip-on-disappointing-earnings/articleshow/122962642.cms,"https://img.etimg.com/thumb/msid-122962666,width-1200,height-630,imgsize-83354,overlay-etmarkets/articleshow.jpg",2025-07-28 23:51:51+00:00,Mumbai: Indian equity indices declined on Monday for the third straight session as disappointing first-quarter earnings cast doubt on the market's elevated valuations. The slide in the broader market… [+2559 chars],2025-07-28,0.9999984841783345
"{'id': 'buzzfeed', 'name': 'Buzzfeed'}",Heather Braga,"You Always Deserve A Treat, Even If Your Day Hasn't Been Too Bad...So Here Are 40 Options",Just a little *~somethin' somethin'*~ to get you through the week.View Entire Post ›,https://www.buzzfeed.com/hbraga/you-always-deserve-a-treat-even-if-your-day-hasnt-been-too,"https://img.buzzfeed.com/buzzfeed-static/static/2025-07/23/18/thumb/d1hks0JNi.jpg?crop=2999:1570;0,0%26downsize=1250:*",2025-07-28 22:31:03+00:00,"Perilogics is a small business creating hyper-functional tool holsters and bags for carrying your stuff on-the-go.  
Promising review: ""I bought this nifty gadget about six months ago for a multi-le… [+980 chars]",2025-07-28,-0.9999580382755084
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Bureau,"IT, couple of bumpy quarters ahead","Economic uncertainty in the US and Europe is impacting India's infotech sector, leading to muted growth and cautious spending by clients. Generative AI is reducing outsourcing needs, potentially resulting in flat topline growth for Indian IT firms. While marg…",https://economictimes.indiatimes.com/opinion/et-editorial/it-couple-of-bumpy-quarters-ahead/articleshow/122959276.cms,"https://img.etimg.com/thumb/width-1200,height-900,imgsize-8480,resizemode-75,msid-122959276/opinion/et-editorial/it-couple-of-bumpy-quarters-ahead.jpg",2025-07-28 18:00:13+00:00,Economic uncertainty in the US and Europe are showing up in muted growth of India's infotech sector. Sober guidance accompanied the latest quarterly results of top IT companies dealing with clients w… [+1850 chars],2025-07-28,-0.8565378487110138
"{'id': None, 'name': 'Vulture'}",Derek Lawrence,"Adam Sandler Playing Sports in Movies, Ranked","Adam Sandler loves any excuse to play a sport in his movies. With ‘Happy Gilmore 2’ on Netflix, we ranked all of his sports scenes, from his casual pickup games to pro-athlete feats.",http://www.vulture.com/article/adam-sandler-playing-sports-in-movies-ranked.html,https://pyxis.nymag.com/v1/imgs/721/785/156824e2e4a503acad7593b2266ad78518-adam-sandler-sports.1x.rsocial.w1200.gif,2025-07-28 17:44:21+00:00,There are a couple things that you can usually bank on from Adam Sandler in his movies: Hes likely filming at a beautiful location so that his work doubles as a group vacation; he allows Rob Schneide… [+21870 chars],2025-07-28,-0.9987113532260992
"{'id': None, 'name': 'GamesRadar+'}","phil.hayton@futurenet.com (Phil Hayton) , Phil Hayton","8 years later, the C64 mini is still my favorite way to play a chunk of retro microcomputer classics you've probably never heard of","The C64 Mini offers an affordable way to play and run the microcomputer's 8-bit library of classics, and it's still my favorite way to revisit the Commodore 64.",https://www.gamesradar.com/hardware/8-years-later-the-c64-mini-is-still-my-favorite-way-to-play-a-chunk-of-retro-microcomputer-classics-youve-probably-never-heard-of/,https://cdn.mos.cms.futurecdn.net/aqGzY34QSBA4CBbVt8n5oe.jpg,2025-07-28 16:49:41+00:00,"The Commodore 64 is pretty much an '80s microcomputer pop star, and despite releasing almost 43 years ago, it's still a beloved system. I was admittedly late to the party, having been brought up on ""… [+4541 chars]",2025-07-28,-0.999680795459426
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Riya Sharma,Ahead of Market: 10 things that will decide stock market action on Tuesday,The Indian market closed negatively on Monday. Sensex and Nifty both experienced losses. Weak earnings and stalled trade talks with the US impacted the market. IT sector layoffs and foreign investor outflows added to the negative sentiment. Analysts suggest m…,https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-market-action-on-tuesday/articleshow/122957779.cms,"https://img.etimg.com/thumb/msid-122957965,width-1200,height-630,imgsize-3328185,overlay-etmarkets/articleshow.jpg",2025-07-28 16:42:08+00:00,"The Indian market ended in the red on Monday, as weak quarterly earnings, stalled trade negotiations with the U.S., fresh layoffs in the IT sector, and continued foreign investor outflows weighed hea… [+4836 chars]",2025-07-28,-0.9999931373843083
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Shivendra Kumar,"Market Trading Guide: Dr Reddy’s Labs, 3 smallcaps are stocks to buy on Tuesday. Sell view on this largecap","Indian headline indices declined for the third consecutive session due to selling pressure in IT, banks, and realty stocks. Technical analysts recommend buying Allied Blenders, Navin Fluorine, Dr. Reddy's, and Syngene, citing bullish formations and positive m…",https://economictimes.indiatimes.com/markets/stocks/news/market-trading-guide-dr-reddys-labs-3-smallcaps-are-stocks-to-buy-on-tuesday-sell-view-on-this-largecap/articleshow/122956997.cms,"https://img.etimg.com/thumb/msid-122956973,width-1200,height-630,imgsize-46266,overlay-etmarkets/articleshow.jpg",2025-07-28 15:43:29+00:00,"Indias headline indices began the week on a negative note falling for the third session in a row. The weakness was on account of selling pressure in IT, banks and realty socks. During the session, th… [+4154 chars]",2025-07-28,-0.9954433983657509
"{'id': None, 'name': 'BusinessLine'}",BL Mumbai Bureau,Jane Street seeks extension from SEBI to respond to interim order,Jane Street said in the statement it was “committed to conduct that upholds the integrity of India’s capital markets and contributes to their continued development.”,https://www.thehindubusinessline.com/companies/jane-street-seeks-extension-from-sebi-to-respond-to-interim-order/article69866257.ece,https://bl-i.thgim.com/public/incoming/xqtyli/article69866312.ece/alternates/LANDSCAPE_1200/436457938.jpg,2025-07-28 15:22:04+00:00,US-based trading firm Jane Street has sought an extension from the Securities and Exchange Board of India to respond to its interim order issued on July 3 when the Indian markets regulator had said i… [+1347 chars],2025-07-28,-0.9993340328801423
"{'id': None, 'name': 'BusinessLine'}",BL Mumbai Bureau,Jane Street seeks extension from SEBI to respond to interim order,Jane Street said in the statement it was “committed to conduct that upholds the integrity of India’s capital markets and contributes to their continued development.”,https://www.thehindubusinessline.com/markets/jane-street-seeks-extension-from-sebi-to-respond-to-interim-order/article69866257.ece,https://bl-i.thgim.com/public/incoming/xqtyli/article69866312.ece/alternates/LANDSCAPE_1200/436457938.jpg,2025-07-28 15:22:04+00:00,US-based trading firm Jane Street has sought an extension from the Securities and Exchange Board of India to respond to its interim order issued on July 3 when the Indian markets regulator had said i… [+1347 chars],2025-07-28,-0.9993340328801423
