source,author,title,description,url,urlToImage,publishedAt,content,date,sentiment_label,sentiment_score
"{'id': None, 'name': 'Ndtvprofit.com'}",NDTV Profit News,"Sambhv Steel Tubes Eyes Rs 4,500-Crore Revenue By FY28 On Capacity Expansion","The steel pipes and tubes producer is targeting Rs 2,200-2,300 crore revenue in FY26.",https://www.ndtvprofit.com/quarterly-earnings/sambhv-steel-tubes-eyes-rs-4500-crore-revenue-by-fy28-on-capacity-expansion,https://media.assettype.com/bloombergquint%2F2024-10-18%2F1imhz18q%2Fstock-with-rolls-sheet-steel250469-32037.avif?rect=0%2C38%2C1060%2C557&w=1200&auto=format%2Ccompress&ogImage=true,2025-07-27 04:29:58+00:00,"The key driver for this growth will be a new 1.2 million-tonne plant in Kesda, Chhattisgarh. The project will be executed in three phases, with the first phase scheduled to commence by the end of FY2… [+1131 chars]",2025-07-27,negative,-0.9191294469783315
"{'id': None, 'name': 'BusinessLine'}",Nishanth  Gopalakrishnan,SBI Banking & Financial Services Fund: What explains the outperformance,Trump's tariff moves impact markets; Indian trade deal uncertain. SBI Banking & Financial Services Fund outperforms peers.,https://www.thehindubusinessline.com/portfolio/mutual-funds/sbi-banking-financial-services-fund-what-explains-the-outperformance/article69855691.ece,https://bl-i.thgim.com/public/news/v1rhk7/article69858301.ece/alternates/LANDSCAPE_1200/thumbnail_PO27_trekking.jpg,2025-07-26 15:51:04+00:00,"Trumps fresh tariff moves have put the brakes on markets that were recovering from the lows of March. With the Indian delegation yet to strike a trade deal with the US, markets are feeling the jitter… [+6261 chars]",2025-07-26,neutral,-8.321115649323474e-05
"{'id': None, 'name': 'Ndtvprofit.com'}",NDTV Profit News,Syrma SGS Eyes 8.5–9% Ebitda Margin In FY26 With Focus On More Profitable Segments,"Syrma SGS Technology, a leading electronics manufacturing services  company, is targeting Ebitda margins of 8.5-9% and revenue growth of over 30% in FY26. This will be achieved by increasing the contribution of high-margin businesses like automotive and indus…",https://www.ndtvprofit.com/quarterly-earnings/syrma-sgs-eyes-859-ebitda-margin-in-fy26-with-focus-on-more-profitable-segments,https://media.assettype.com/bloombergquint%2F2024-08-27%2Focgpez6y%2FSyrma%20SGS%20Technology%20Ltd.%20(Souce%20Company%20website).png?rect=638%2C0%2C1688%2C886&w=1200&auto=format%2Ccompress&ogImage=true,2025-07-26 02:40:08+00:00,This strategic shift is reflected in the company's revenue mix. The contribution from the consumer segment has been consciously reduced from approximately 54% of revenue last year to 34% in the first… [+1124 chars],2025-07-26,neutral,-0.02900823822710663
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Neha Vashishth,"ET Market Watch: Sensex slumps 721 pts, Nifty below 24,850; 5 factors why markets crashed","Sensex tanked 721 pts while Nifty50 slipped below 24,850. Here’s what dragged Dalal Street down.",https://economictimes.indiatimes.com/markets/stocks/etmarkets-podcast/et-market-watch-sensex-slumps-721-pts-nifty-below-24850-5-factors-why-markets-crashed/podcast/122908597.cms,https://img.etimg.com/photo/122908597.cms,2025-07-25 15:10:27+00:00,"Hi, you're listening to ET Markets Radio, I am your host Neha V Mahajan. Welcome to a fresh episode of ET Market Watch -- where we bring you the latest news from the world of stock markets every sing… [+1032 chars]",2025-07-25,positive,0.9729283303022385
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Sensex falls! But these stocks rallied over 15% on BSE in today's trade,"In the Nifty50 index, 7 stocks closed in the green, while 43 stocks ended in the red.",https://economictimes.indiatimes.com/markets/stocks/stock-watch/sensex-falls-but-these-stocks-rallied-over-15-on-bse-in-todays-trade/articleshow/122904906.cms,"https://img.etimg.com/thumb/msid-83608600,width-1200,height-630,imgsize-23742,overlay-etmarkets/articleshow.jpg",2025-07-25 11:34:33+00:00,"NEW DELHI: Several stocks rallied as much as 15% in Mumbai trading on Friday even as equity benchmarks, BSE Sensex and NSE Nifty, traded in the red amid brisk selling in frontline bluechip counters. … [+788 chars]",2025-07-25,negative,-0.9841986540704966
"{'id': None, 'name': 'Economictimes.com'}","Nishtha+Awasthi, ETMarkets.com","Gainers & Losers: IEX, Cipla among 7 stocks in action today","Sensex and Nifty fell sharply on Friday due to financial stock sell-off. Mixed earnings drove stock-specific moves, with IEX, Phoenix Mills rising, while Chennai Petro, Intellect, and APL Apollo declined.",https://m.economictimes.com/markets/web-stories/gainers-amp-losers-iex-cipla-among-7-stocks-in-action-today/slideshow/122904776.cms,"https://img.etimg.com/thumb/msid-122904813,width-900,height-1200,resizemode-6.cms",2025-07-25 11:30:56+00:00,"Indian equity benchmarks ended in the red on Friday, with the Sensex tumbling over 720 points and the Nifty50 falling below the 24,850 level. The decline was primarily driven by a sharp sell-off in f… [+292 chars]",2025-07-25,negative,-0.9992568140442017
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Nifty Pharma index advances 0.54%,The Nifty Pharma index closed 0.54 per cent  up  at 22662.7.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-pharma-index-advances-0-54/articleshow/122904725.cms,"https://img.etimg.com/thumb/msid-83797651,width-1200,height-630,imgsize-32000,overlay-etmarkets/articleshow.jpg",2025-07-25 11:28:52+00:00,"NEW DELHI: The Nifty Pharma index closed on a positive note on Friday. Shares of Cipla Ltd.(up 3.0 per cent), Torrent Pharmaceuticals Ltd.(up 2.39 per cent), Dr. Reddy's Laboratories Ltd.(up 0.98 per… [+1157 chars]",2025-07-25,negative,-0.9996723865624517
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Fertilisers stocks down as market falls,The 30-share BSE Sensex closed  down  721.08 points at 81463.09,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-down-as-market-falls/articleshow/122904584.cms,"https://img.etimg.com/thumb/msid-83725308,width-1200,height-630,imgsize-48184,overlay-etmarkets/articleshow.jpg",2025-07-25 11:23:05+00:00,"NEW DELHI: Fertilisers shares closed lower in the Friday's session. Agro Phos India Ltd.(up 10.44%), Southern Petrochemicals Industries Corporation Ltd.(up 2.63%), Khaitan Chemicals &amp; Fertilizers… [+1530 chars]",2025-07-25,positive,0.9194811172783375
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Navdeep Singh,"Why stock market is down today? Sensex plunges over 600 pts, Nifty slips below 24,850; 5 reasons behind the fall","Indian equity markets experienced a significant downturn on Friday, with the Sensex and Nifty50 both declining. Financial stocks, particularly Bajaj Finance, led the sell-off due to concerns over asset quality and broader worries about global cues. Uncertaint…",https://economictimes.indiatimes.com/markets/stocks/news/why-stock-market-is-down-today-sensex-plunges-over-600-pts-nifty-slips-below-24850-5-reasons-behind-the-fall/articleshow/122898085.cms,"https://img.etimg.com/thumb/msid-122898072,width-1200,height-630,imgsize-69090,overlay-etmarkets/articleshow.jpg",2025-07-25 06:27:20+00:00,"Indian equity benchmarks tumbled on Friday, with the Sensex plunging over 640 points intra-day and the Nifty50 slipping below the 24,850 mark. The sell-off was led by financial stocks, particularly B… [+3122 chars]",2025-07-25,positive,0.9998501927839243
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Sugar stocks down as market falls,The 30-share BSE Sensex was  down  566.82 points at 81617.35,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-down-as-market-falls/articleshow/122896511.cms,"https://img.etimg.com/thumb/msid-83772914,width-1200,height-630,imgsize-273990,overlay-etmarkets/articleshow.jpg",2025-07-25 05:27:39+00:00,"NEW DELHI: Sugar stocks were trading lower on Friday at 10:56AM Ponni Sugars(Erode)Ltd.(up 1.03%), DCM Shriram Industries Ltd.(up 1.01%), Simbhaoli Sugars Ltd.(up 0.59%), Dalmia Bharat Sugar and Indu… [+1470 chars]",2025-07-25,positive,0.9364875108003616
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Power stocks down as market falls,The 30-share BSE Sensex was  down  409.82 points at 81774.35,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-falls/articleshow/122895067.cms,"https://img.etimg.com/thumb/msid-83797651,width-1200,height-630,imgsize-32000,overlay-etmarkets/articleshow.jpg",2025-07-25 04:39:27+00:00,"NEW DELHI: Power stocks were trading lower on Friday at 10:09AM Energy Development Company Ltd.(up 1.77%), Indowind Energy Ltd.(up 1.73%), Karma Energy Ltd.(up 1.02%), India Power Corporation Ltd.(up… [+1571 chars]",2025-07-25,positive,0.9966113185510039
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,"RIL, financial stocks drag Sensex over 400 pts lower, Nifty below 24,950","Indian stock markets witnessed a downturn at the opening bell. Sensex and Nifty50 both started the day in the red. Bajaj twins, Reliance Industries, and Infosys were among the major drags. Investors are closely watching the newly signed trade agreement with B…",https://economictimes.indiatimes.com/markets/stocks/news/ril-financial-stocks-drag-sensex-over-400-pts-lower-nifty-below-24950/articleshow/122894081.cms,"https://img.etimg.com/thumb/msid-122894052,width-1200,height-630,imgsize-111452,overlay-etmarkets/articleshow.jpg",2025-07-25 03:57:07+00:00,"Indian equity benchmarks Sensex and Nifty50 opened lower on Friday, dragged by Bajaj twins, Reliance Industries, and Infosys. Meanwhile, investors are expected to track the newly signed trade pact wi… [+1119 chars]",2025-07-25,positive,0.9972819270333275
"{'id': None, 'name': 'Ndtvprofit.com'}",NDTV Profit News,Syngene International CEO Confident Of Maintaining Mid-Teens Revenue Growth In FY26 After Strong Q1 Results,"Syngene International has made a robust start to the financial year 2025-26, with a strong growth in revenue from operations and the net profit in the first quarter.",https://www.ndtvprofit.com/quarterly-earnings/syngene-international-ceo-confident-of-maintaining-mid-teens-revenue-growth-in-fy26-after-strong-q1-results,https://media.assettype.com/bloombergquint%2F2024-07%2Fc8518418-b95b-4ca4-9d18-0d9775f7cc8b%2FTechnician%20using%20a%20pipette%20testing%20a%20solution%20inside%20chemistry%20lab%20at%20Syngene%20International%20Ltd.%20(Source_%20Company)%20Syngene%20is%20a%20subsidiary%20of%20Biocon%20Ltd..jpg?rect=0%2C0%2C8153%2C4280&w=1200&auto=format%2Ccompress&ogImage=true,2025-07-25 01:51:19+00:00,"The companys revenue from operations rose 11% YoY to Rs 875 crore in Q1FY26 from Rs 790 crore in Q1FY25. Ebitda increased 19% YoY to Rs 224 crore in Q1FY26 while the Ebitda margin stood at 25%, compa… [+1572 chars]",2025-07-25,neutral,-3.8837740135022614e-08
"{'id': None, 'name': 'Ndtvprofit.com'}",NDTV Profit News,Ajmera Realty Banks On New Projects To Drive Growth In Next Two Quarters Of FY26,"Speaking to NDTV Profit, the company’s Corporate Affairs Director, Dhaval Ajmera, expressed confidence over maintaining revenue guidance of Rs 1,600 crore for FY26.",https://www.ndtvprofit.com/business/ajmera-realty-banks-on-new-projects-to-drive-growth-in-next-two-quarters-of-fy26,https://media.assettype.com/bloombergquint%2F2025-04-11%2Fx6yz6d9k%2Fphoto-1564767609342-620cb19b2357.avif?w=1200&auto=format%2Ccompress&ogImage=true,2025-07-25 01:50:49+00:00,"He also outlined that the company delivered its best quarterly performance in five years during Q1FY26, covering the April to June period. While advanced sales were slightly lower due to pending proj… [+1223 chars]",2025-07-25,neutral,-0.0001771254742095607
"{'id': None, 'name': 'BusinessLine'}","KS Badri Narayanan, Team BL",Stock Market Live Updates 25 July 2025: Stock to buy today: MRPL,"Sensex, Nifty, Share Prices LIVE: The stock of MRPL (Mangalore Refinery and Petrochemicals Ltd), has been steadily rallying this week after opening with a gap-down on Monday. On Wednesday, it decisively broke out of the resistance at ₹152. This can provide mo…",https://www.thehindubusinessline.com/markets/share-market-nifty-sensex-live-updates-25th-july-2025/article69652332.ece,https://bl-i.thgim.com/public/incoming/gnx3pb/article69540979.ece/alternates/LANDSCAPE_1200/Stock%20market%20live%20today.jpg,2025-07-25 01:21:14+00:00,"Financial stock market graph. Selective focus. Depicts TradingView financial market chart. istock photo for BL
 | Photo Credit: 
 iStockphoto
Stock Market today | Share Market Live Updates - Find … [+723 chars]",2025-07-25,negative,-0.5210705663521367
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Neha Vashishth,"ET Market Watch: IT stocks crash, markets lose Rs 2.3 lakh crore; Trump’s Fed visit jolts sentiment","The BSE Sensex fell 542 points to close at 82,184, while the Nifty50 lost 158 points, ending at 25,062.",https://economictimes.indiatimes.com/markets/stocks/etmarkets-podcast/et-market-watch-it-stocks-crash-markets-lose-rs-2-3-lakh-crore-trumps-fed-visit-jolts-sentiment/podcast/122887038.cms,https://img.etimg.com/photo/122887038.cms,2025-07-24 16:23:09+00:00,"Hi, you’re listening to ET Markets Radio, I’m your host Neha V Mahajan.Welcome to a fresh episode of ET Market Watch, where we bring you the top stories from Dalal Street every single day.Here’s what… [+2288 chars]",2025-07-24,negative,-0.9984601513133384
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Riya Sharma,Ahead of Market: 10 things that will decide stock market action on Friday,"Indian markets ended lower Thursday as weak IT earnings and cautious global cues outweighed optimism over an India-UK free-trade deal. Sensex fell 542 points, Nifty slipped 158. Analysts cited rich valuations and subdued Q1 results as key concerns.",https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-market-action-on-friday/articleshow/122886678.cms,"https://img.etimg.com/thumb/msid-122886701,width-1200,height-630,imgsize-110642,overlay-etmarkets/articleshow.jpg",2025-07-24 16:02:14+00:00,"The Indian market ended lower on Thursday, weighed down by losses in IT stocks following weak earnings and cautious global cues. Optimism over a potential free-trade agreement with Britain failed to … [+5027 chars]",2025-07-24,negative,-0.9999933047511149
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Sugar stocks down as market falls,The 30-share BSE Sensex closed  down  542.47 points at 82184.17,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-down-as-market-falls/articleshow/122882501.cms,"https://img.etimg.com/thumb/msid-83608600,width-1200,height-630,imgsize-23742,overlay-etmarkets/articleshow.jpg",2025-07-24 11:57:37+00:00,"NEW DELHI: Sugar shares closed lower in the Thursday's session. Piccadily Agro Industries Ltd.(up 1.88%), Dhampur Sugar Mills Ltd.(up 1.01%), KCP Sugar &amp; Industries Corporation Ltd.(up 0.72%), Tr… [+1609 chars]",2025-07-24,positive,0.9364875108003616
"{'id': None, 'name': 'Economictimes.com'}","Nishtha+Awasthi, ETMarkets.com","Gainers & Losers: IEX, Nestle, among 7 stocks that hogged limelight today","Indian markets closed lower on Thursday, dragged by weak IT earnings and global cues. Major stock movers included Olectra, Canara Bank, IEX, and Nestle India, with sharp gains and losses.",https://m.economictimes.com/markets/web-stories/gainers-amp-losers-iex-nestle-among-7-stocks-that-hogged-limelight-today/slideshow/122882263.cms,"https://img.etimg.com/thumb/msid-122882384,width-900,height-1200,resizemode-6.cms",2025-07-24 11:48:45+00:00,"Indian benchmark indices ended in the red on Thursday, weighed down by losses in IT stocks amid disappointing earnings and subdued global sentiment. Hopes around a potential free trade agreement with… [+346 chars]",2025-07-24,negative,-0.5922206789255142
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Power stocks down as market falls,The 30-share BSE Sensex closed  down  542.47 points at 82184.17,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-falls/articleshow/122882069.cms,"https://img.etimg.com/thumb/msid-82697732,width-1200,height-630,imgsize-184256,overlay-etmarkets/articleshow.jpg",2025-07-24 11:40:56+00:00,"NEW DELHI: Power shares closed lower in the Thursday's session. PTC India Ltd.(up 4.08%), KEC International Ltd.(up 2.28%), KPI Green Energy Ltd.(up 0.91%), GE Vernova T&amp;D India Ltd.(up 0.83%), E… [+1489 chars]",2025-07-24,positive,0.9966113185510039
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: FMCG stocks down as market falls,The 30-share BSE Sensex closed  down  542.47 points at 82184.17,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-down-as-market-falls/articleshow/122881966.cms,"https://img.etimg.com/thumb/msid-83209716,width-1200,height-630,imgsize-107089,overlay-etmarkets/articleshow.jpg",2025-07-24 11:35:23+00:00,"NEW DELHI: FMCG shares closed lower in the Thursday's session. Nakoda Group Of Industries Ltd.(up 2.93%), Nakoda Group Of Industries Ltd.(up 2.93%), Zydus Wellness Ltd.(up 2.37%), Bajaj Consumer Care… [+1552 chars]",2025-07-24,positive,0.9651656225323677
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Fertilisers stocks up as market falls,The 30-share BSE Sensex closed  down  542.47 points at 82184.17,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-up-as-market-falls/articleshow/122881405.cms,"https://img.etimg.com/thumb/msid-83549420,width-1200,height-630,imgsize-22674,overlay-etmarkets/articleshow.jpg",2025-07-24 11:13:43+00:00,"NEW DELHI: Fertilisers shares closed lower in the Thursday's session. Southern Petrochemicals Industries Corporation Ltd.(up 8.78%), Krishana Phoschem Ltd.(up 5.84%), Coromandel International Ltd.(up… [+1675 chars]",2025-07-24,negative,-0.9825689722783864
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Navdeep Singh,"Why stock market is falling today: Sensex falls over 650 pts, Nifty slips below 25,050; 3 reasons behind the slump","Indian benchmark indices experienced a sharp decline on Thursday, primarily driven by losses in IT stocks following disappointing Q1 results and a subdued global outlook. The Nifty IT index led sectoral losses, with stocks like Coforge and Persistent Systems …",https://economictimes.indiatimes.com/markets/stocks/news/why-stock-market-is-falling-today-sensex-falls-over-650-pts-nifty-slips-below-25050-3-reasons-behind-the-slump/articleshow/122876302.cms,"https://img.etimg.com/thumb/msid-122876318,width-1200,height-630,imgsize-86834,overlay-etmarkets/articleshow.jpg",2025-07-24 07:49:52+00:00,"Indian benchmark indices declined sharply on Thursday, dragged down by losses in IT stocks amid weak earnings and subdued global sentiment. Optimism over a potential free-trade agreement with Britain… [+3107 chars]",2025-07-24,positive,0.999995098815134
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Fertilisers stocks up as market falls,The 30-share BSE Sensex was  down  215.89 points at 82510.75,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-up-as-market-falls/articleshow/122873295.cms,"https://img.etimg.com/thumb/msid-83608600,width-1200,height-630,imgsize-23742,overlay-etmarkets/articleshow.jpg",2025-07-24 05:37:14+00:00,"NEW DELHI: Fertilisers stocks were trading higher on Thursday at 11:07AM Southern Petrochemicals Industries Corporation Ltd.(up 10.59%), Krishana Phoschem Ltd.(up 4.16%), National Fertilizers Ltd.(up… [+1586 chars]",2025-07-24,negative,-0.9825689722783864
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Mining stocks down as market falls,The 30-share BSE Sensex was  down  200.32 points at 82526.32,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-down-as-market-falls/articleshow/122872912.cms,"https://img.etimg.com/thumb/msid-77922857,width-1200,height-630,imgsize-132855,overlay-etmarkets/articleshow.jpg",2025-07-24 05:15:53+00:00,"NEW DELHI: Mining stocks were trading lower on Thursday at 10:45AM KIOCL Ltd.(up 5.08%), Ashapura Minechem Ltd.(up 2.02%), Aro Granite Industries Ltd.(up 0.69%) and Pokarna Ltd.(up 0.55%) were among … [+1368 chars]",2025-07-24,positive,0.9963068339275196
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Power stocks down as market falls,The 30-share BSE Sensex was  down  164.4 points at 82562.24,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-falls/articleshow/122872756.cms,"https://img.etimg.com/thumb/msid-77646325,width-1200,height-630,imgsize-71505,overlay-etmarkets/articleshow.jpg",2025-07-24 05:05:25+00:00,"NEW DELHI: Power stocks were trading lower on Thursday at 10:35AM PTC India Ltd.(up 5.70%), KEC International Ltd.(up 2.33%), Gujarat Industries Power Company Ltd.(up 1.01%), Hitachi Energy India Ltd… [+1626 chars]",2025-07-24,positive,0.9966113185510039
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Sugar stocks up as market falls,The 30-share BSE Sensex was  down  250.47 points at 82476.17,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-falls/articleshow/122872264.cms,"https://img.etimg.com/thumb/msid-81699096,width-1200,height-630,imgsize-194573,overlay-etmarkets/articleshow.jpg",2025-07-24 04:39:35+00:00,"NEW DELHI: Sugar stocks were trading higher on Thursday at 10:09AM Balrampur Chini Mills Ltd.(up 1.58%), Simbhaoli Sugars Ltd.(up 1.38%), Sakthi Sugars Ltd.(up 1.13%), DCM Shriram Industries Ltd.(up … [+1707 chars]",2025-07-24,negative,-0.9835199595836457
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,"Sensex drops 100 pts, Nifty below 25,250; IT, bank stocks tumble","Indian stock markets started the day on a slightly negative note. Banking and IT sectors experienced some downward pressure. However, positive expectations surrounding a potential free trade agreement between India and the UK provided some support. Investors …",https://economictimes.indiatimes.com/markets/stocks/news/sensex-drops-100-pts-nifty-below-25200-it-bank-stocks-tumble/articleshow/122871468.cms,"https://img.etimg.com/thumb/msid-122871463,width-1200,height-630,imgsize-16174,overlay-etmarkets/articleshow.jpg",2025-07-24 03:58:36+00:00,"Indian benchmark indices opened slightly lower on Thursday, weighed down by banking and IT stocks, even as sentiment remained supported by optimism over a potential free-trade agreement with the UK.A… [+1233 chars]",2025-07-24,positive,0.9999413443329104
"{'id': None, 'name': 'BusinessLine'}","KS Badri Narayanan, Team BL","Stock Market Highlights 24 July 2025: Sensex tumbles over 500 points on profit-taking in blue-chips, foreign fund outflows","Sensex, Nifty, Share Price: Equity markets fell on Thursday, with the benchmark Sensex tumbling 542.47 points, amid profit-taking in blue-chip stocks and foreign fund outflows.
Despite a positive start, the 30-share BSE Sensex failed to carry forward the mome…",https://www.thehindubusinessline.com/markets/share-market-nifty-sensex-updates-24-july-2025/article69847004.ece,https://bl-i.thgim.com/public/incoming/kc251p/article69836981.ece/alternates/LANDSCAPE_1200/PO16_Rising_chart.jpg,2025-07-24 00:59:25+00:00,"Stock Market Today | Share Market Updates - Find here all the updates related to Sensex, Nifty, BSE, NSE share prices and Indian stock markets for 24 July 2025.<li></li>
17:03 | July 24, 2025Stock m… [+82143 chars]",2025-07-24,positive,0.9999102953006513
"{'id': None, 'name': 'BusinessLine'}",BL Research Bureau,"Day Trading Guide for July 24, 2025: Intraday supports, resistances for Nifty50 stocks","Day Trading Guide gives you the key intraday supports and resistances to watch out for on the Nifty Futures and other widely traded stocks such as Reliance Industries, Infosys, HDFC Bank, TCS, SBI",https://www.thehindubusinessline.com/portfolio/day-trading-guide/day-trading-guide-for-july-24/article69846388.ece,https://bl-i.thgim.com/public/incoming/84khnm/article69711880.ece/alternates/LANDSCAPE_1200/PO16_Buy_sell_dice.jpg,2025-07-24 00:30:00+00:00,"Day trading guide gives you the key intraday supports and resistances to watch out for on the Nifty futures and other widely traded stocks such as Reliance Industries, Infosys, HDFC Bank, TCS, and SB… [+2336 chars]",2025-07-24,negative,-0.9999945118224787
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: FMCG stocks down as market rises,The 30-share BSE Sensex closed  up  539.83 points at 82726.64,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-down-as-market-rises/articleshow/122859627.cms,"https://img.etimg.com/thumb/msid-83209716,width-1200,height-630,imgsize-107089,overlay-etmarkets/articleshow.jpg",2025-07-23 11:53:22+00:00,"NEW DELHI: FMCG shares closed higher in the Wednesday's session. Parag Milk Foods Ltd.(up 4.32%), Bikaji Foods International Ltd.(up 3.39%), Bajaj Consumer Care Ltd.(up 1.97%), Zydus Wellness Ltd.(up… [+1620 chars]",2025-07-23,positive,0.9903153628110886
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Power stocks down as market rises,The 30-share BSE Sensex closed  up  539.83 points at 82726.64,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-rises/articleshow/122858994.cms,"https://img.etimg.com/thumb/msid-82697732,width-1200,height-630,imgsize-184256,overlay-etmarkets/articleshow.jpg",2025-07-23 11:27:14+00:00,"NEW DELHI: Power shares closed higher in the Wednesday's session. Reliance Power Ltd.(up 2.55%), Adani Green Energy Ltd.(up 2.00%), GE Vernova T&amp;D India Ltd.(up 2.00%), Power and Instrumentation(… [+1675 chars]",2025-07-23,positive,0.9983915523043834
"{'id': None, 'name': 'Economictimes.com'}",ET Spotlight Special,"Breakout Stocks: How to trade M&M, Paytm and L&T Finance that hit fresh 52-week high?","Indian markets rebounded sharply on Wednesday, with Sensex surging over 500 points and Nifty50 ending above 25,200. Gains were driven by energy, banks, telecom and auto, while FMCG and realty stocks faced selling. Several stocks hit fresh 52-week highs.",https://m.economictimes.com/markets/stocks/news/breakout-stocks-how-to-trade-mampm-paytm-and-lampt-finance-that-hit-fresh-52-week-high/market-summary/slideshow/122858896.cms,"https://img.etimg.com/thumb/msid-122858896,width-1070,height-580,overlay-etmarkets/slideshow.jpg",2025-07-23 11:16:30+00:00,"L&amp;T Finance has broken out of a bullish cup and handle pattern on the 60-minute timeframe. The upside resistance levels are now at 217 and 220, with support at 208.
(Disclaimer: Recommendations,… [+120 chars]",2025-07-23,negative,-0.999948737286104
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Fertilisers stocks up as market rises,The 30-share BSE Sensex closed  up  539.83 points at 82726.64,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-up-as-market-rises/articleshow/122858171.cms,"https://img.etimg.com/thumb/msid-81699096,width-1200,height-630,imgsize-194573,overlay-etmarkets/articleshow.jpg",2025-07-23 10:51:03+00:00,"NEW DELHI: Fertilisers shares closed higher in the Wednesday's session. Paradeep Phosphates Ltd.(up 5.57%), Mangalore Chemicals &amp; Fertilizers Ltd.(up 3.97%), Bohra Industries Ltd.(up 3.62%), Sout… [+1817 chars]",2025-07-23,neutral,-0.05510258757203701
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: FMCG stocks down as market rises,The 30-share BSE Sensex was  up  191.16 points at 82377.97,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-down-as-market-rises/articleshow/122851584.cms,"https://img.etimg.com/thumb/msid-83608600,width-1200,height-630,imgsize-23742,overlay-etmarkets/articleshow.jpg",2025-07-23 05:52:28+00:00,"NEW DELHI: FMCG stocks were trading lower on Wednesday at 11:22AM Zydus Wellness Ltd.(up 1.72%), Hatsun Agro Products Ltd.(up 1.63%), Nakoda Group Of Industries Ltd.(up 1.33%), Nakoda Group Of Indust… [+1627 chars]",2025-07-23,positive,0.9903153628110886
